name,latitude,longitude,is_closed,zipcode,city,state,price,rating,url,review_count,transactions,category,id
Sportello,42.35067,-71.04846,False,02210,Boston,MA,$$$,4.0,https://www.yelp.com/biz/sportello-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,765,"['delivery', 'pickup']",italian,a1MOjLJXAIVmYZ2cG5gKCw
Villa Francesca,42.3634449,-71.0546418,False,02109,Boston,MA,$$$,3.0,https://www.yelp.com/biz/villa-francesca-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,286,['delivery'],"italian,wine_bars,seafood",vxkOVmhReRa4XYfAT1hMxA
Barking Crab,42.3534472149055,-71.0486004152558,False,02210,Boston,MA,$$,3.0,https://www.yelp.com/biz/barking-crab-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1891,['delivery'],"seafood,beerbar",oz882XuZCxajKo64Opgq_Q
Legal Sea Foods,42.3595530399974,-71.0510174185038,False,02109,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-sea-foods-boston-38?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1142,[],"seafood,bars,salad",VDmV3tPEQqFxzqQJRJazNw
Vinoteca di Monica,42.3633988,-71.0543352,False,02109,Boston,MA,$$$,3.5,https://www.yelp.com/biz/vinoteca-di-monica-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,333,[],"italian,wine_bars,seafood",Hnx34LxtfW4XV0gZ18zMBg
Limoncello Ristorante,42.3633328825235,-71.0539074987173,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/limoncello-ristorante-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,568,[],"italian,wine_bars",LGNpVs8cRBllNVml8wI0Vg
The Daily Catch,42.3541435451239,-71.0480838041102,False,02210,Boston,MA,$$$,3.0,https://www.yelp.com/biz/the-daily-catch-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,389,"['delivery', 'pickup']","seafood,italian,cocktailbars",cCAAA6871M0K_EHZidkKmQ
Ristorante Saraceno,42.36398,-71.05455,False,02113,Boston,MA,$$,3.5,https://www.yelp.com/biz/ristorante-saraceno-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,420,[],"italian,seafood,desserts",JzW-uJwi7cGd0c_VS8wvBQ
Carmelina's,42.36388,-71.05415,False,02113,Boston,MA,$$,4.5,https://www.yelp.com/biz/carmelinas-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1223,['restaurant_reservation'],italian,kP1b-7BO_VhWk_0tvuA_tw
The Daily Catch,42.36406,-71.05397,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/the-daily-catch-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1451,[],"italian,seafood,coffee",uXOVFQraz1va1TrtgiqYTg
The Reef,42.3597711,-71.0507385,False,02110,Boston,MA,$$,3.0,https://www.yelp.com/biz/the-reef-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,26,[],"bars,tradamerican",Pm-PU6CldkzBm4ci4r66LQ
Artu,42.3641,-71.05374,False,02113,Boston,MA,$$,3.5,https://www.yelp.com/biz/artu-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,331,"['delivery', 'pickup']","italian,diners,wine_bars",m5jCNOs6QG75lkzLhMMryA
Mamma Maria,42.364081,-71.053303,False,02113,Boston,MA,$$$,4.0,https://www.yelp.com/biz/mamma-maria-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,554,[],italian,uBXOc3uxpCSmd22P6LOeew
North Street Grille,42.3633987875275,-71.0525562839306,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/north-street-grille-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,750,[],"breakfast_brunch,newamerican",M0Z57IL0dlzpU6QCez0wGA
Panza,42.3646699,-71.05382,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/panza-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1161,[],"italian,wine_bars,salad",T4nEmSQNeTKnNgcHpnvH0A
Chart House,42.3601658329676,-71.0494595021146,False,02110,Boston,MA,$$$,3.0,https://www.yelp.com/biz/chart-house-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,572,"['delivery', 'pickup']","seafood,steak,venues",OFHWBXs5-UyEYf0-MrFDUw
Giacomo's Ristorante,42.36458,-71.05344,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/giacomos-ristorante-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,3090,[],"italian,wine_bars,seafood",2u_w3rthRzR2uEihW5BC4A
Joe's American Bar & Grill,42.3623159,-71.0508594,False,02110,Boston,MA,$$,3.0,https://www.yelp.com/biz/joes-american-bar-and-grill-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,464,[],"burgers,tradamerican,cocktailbars",SvMVqEWYJXPOr6vJlRYnrg
Cantina Italiana,42.36504,-71.0534799,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/cantina-italiana-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,439,[],italian,ZZoP396jgh6zK7PdZbHfPg
Strega,42.3650488,-71.0531742,False,02113,Boston,MA,$$$,3.5,https://www.yelp.com/biz/strega-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,455,[],italian,boK3cyDPLmwNUV97doMCNA
La Summa,42.36468,-71.05255,False,02113,Boston,MA,$$,4.0,https://www.yelp.com/biz/la-summa-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,298,[],"italian,desserts,salad",paMwLc8H3QUaGTkBteUT9g
Strega Waterfront,42.353216,-71.045152,False,02210,Boston,MA,$$$,3.5,https://www.yelp.com/biz/strega-waterfront-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,505,[],italian,4jkGZhbMPUg3Talazishtg
MJ O'Connor's,42.34642,-71.04266,False,02210,Boston,MA,$$,3.0,https://www.yelp.com/biz/mj-o-connors-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,192,[],"tradamerican,cocktailbars",3IRA159ZbwTAEL3WqcZZiA
Legal Test Kitchen,42.348585,-71.039075,False,02210,Boston,MA,$$,3.5,https://www.yelp.com/biz/legal-test-kitchen-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,738,[],"newamerican,seafood,cocktailbars",UYEP_G4fYVxasowdgd5Icg
75 on Liberty Wharf,42.3491051075898,-71.0388948353222,False,02210,Boston,MA,$$,3.0,https://www.yelp.com/biz/75-on-liberty-wharf-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,220,[],"newamerican,desserts,breakfast_brunch",25sny_QPRSFNxCPqu1oRqw
Del Frisco's Double Eagle Steakhouse,42.3489088651761,-71.0384945153269,False,02210,Boston,MA,$$$$,3.5,https://www.yelp.com/biz/del-friscos-double-eagle-steakhouse-boston-4?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,859,[],"seafood,steak,tradamerican",T1wflZohQRZVb9SKQapfFA
No Name Restaurant,42.3502037,-71.0384582,False,02210,South Boston,MA,$$,2.5,https://www.yelp.com/biz/no-name-restaurant-south-boston-2?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,894,[],seafood,REmBxSRBi_FDgwsTnjl3hA
Legal Harborside,42.34865,-71.03779,False,02210,Boston,MA,$$$,3.5,https://www.yelp.com/biz/legal-harborside-boston-6?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1184,[],"seafood,tradamerican,wine_bars",et8Pwzjy2vjRhETAgEZ1Lg
Yankee Lobster,42.347921583679,-71.035987943405,False,02210,Boston,MA,$$,4.0,https://www.yelp.com/biz/yankee-lobster-boston?adjust_creative=1oh4LhpLWuJDqe_L_DZdyw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1oh4LhpLWuJDqe_L_DZdyw,1443,[],seafood,h4Un3Tw0yKn7uCLseO7Bvg
